att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,class
0.331001,0.169122,0.202109,0.227493,0.886363,0.896615,0.56023,0.196428,0.161587,0.671183,1
0.263082,0.525188,0.267256,0.79869,0.931309,0.614217,-0.110103,0.312614,0.850486,0.536156,1
0.799206,0.672904,0.829028,0.598821,0.223264,0.803301,0.732102,0.04148,0.516554,0.824977,4
0.226219,0.420844,0.532173,1.123621,0.68457,0.631591,0.372096,0.005052,0.207607,0.283977,1
0.729396,0.760171,0.841606,0.516512,0.283192,0.757595,0.696698,0.057883,0.538701,0.832789,4
1.017372,0.427442,0.529027,-0.214039,0.678272,0.472165,0.033,0.72572,0.509173,1.37405,3
0.217139,0.579554,0.700701,0.328287,0.167729,0.164503,0.438584,0.205861,0.734786,0.082506,2
0.752551,0.740746,0.852482,0.532286,0.267135,0.741728,0.68954,0.061898,0.523017,0.814801,4
0.586384,0.421981,0.523029,0.318391,0.472962,0.412518,1.002686,0.405246,1.171104,-0.218374,1
0.463733,0.746777,0.052491,0.249892,0.835661,0.175243,0.544684,0.223713,0.55033,0.47785,0
0.163026,0.572588,0.895971,0.459876,0.676702,0.753937,0.224704,0.118862,0.577825,0.2476,2
0.789582,0.739774,0.916472,0.541195,0.21975,0.724678,0.646381,0.053153,0.588542,0.850391,4
0.24928,1.108716,0.553786,0.533115,0.615515,-0.046827,0.845864,0.307626,0.100741,0.650626,2
0.564493,0.958875,0.338297,0.396777,0.179875,0.097883,-0.094503,0.238749,0.263705,0.457643,0
0.344008,0.427948,0.354155,0.480995,0.530163,1.006907,0.60411,0.897256,0.507079,0.493626,3
0.351154,0.319478,0.11879,0.605686,1.070046,0.782925,0.111764,0.134459,0.824856,0.533384,4
0.04624,0.575673,0.661268,0.570628,0.30847,0.932833,0.623783,0.227462,0.419336,0.716251,4
0.658898,0.770534,0.369399,0.812956,0.35379,0.593142,0.460913,0.335395,0.789837,0.618913,4
0.429244,0.294615,0.433896,0.676846,0.407045,0.990819,0.789169,0.051148,0.6348,0.87946,2
0.938907,0.746556,0.200714,0.840363,0.721099,0.224616,0.681547,0.903636,0.013627,0.120912,3
0.763494,0.747952,0.860586,0.529746,0.271047,0.742344,0.692676,0.083185,0.505416,0.799141,4
0.288488,0.44283,1.09499,0.336372,0.720552,0.330629,0.782705,0.359559,0.109878,0.156389,4
0.054567,0.368231,0.171913,0.782632,0.435772,1.100677,0.807924,0.684823,1.032381,0.825532,0
0.352309,0.387114,0.447782,0.0381,0.692762,0.563685,0.440121,0.459061,0.433323,0.471618,4
0.413054,0.326423,0.322378,0.207721,0.914741,0.957922,0.553411,0.13829,0.192827,0.527231,1
0.188216,0.934396,0.04277,0.40415,0.314016,0.35316,0.327723,0.488933,0.714948,0.262122,4
0.369036,0.864424,0.539235,0.583295,0.042294,0.761628,0.623938,0.879205,0.450214,0.00484,2
0.858552,-0.110229,0.375252,1.237131,0.547725,0.78797,0.385792,1.180168,0.53425,0.741363,4
1.146585,0.350941,-0.14096,0.324887,0.836107,0.111755,0.133705,-0.053319,0.870559,0.67812,4
0.764047,0.737201,0.836924,0.539433,0.252523,0.749319,0.709076,0.075933,0.516704,0.822486,4
0.367362,0.409107,0.396737,0.051111,0.707306,0.582359,0.454516,0.47595,0.456659,0.503025,4
0.437356,0.170575,0.49817,0.603836,0.491931,0.887617,0.726218,0.184946,0.505387,1.015094,2
0.296417,1.150021,0.924386,0.465048,0.584016,0.053462,0.843913,0.395728,-0.147886,0.409026,2
0.842916,0.295927,0.6606,0.71518,0.794994,0.448091,0.088508,0.471788,0.785392,0.089504,1
0.682479,0.275559,0.650652,0.948664,0.2889,0.575037,0.331129,0.911423,0.623588,0.372465,4
0.32676,1.012509,0.566529,0.722576,0.136566,0.306499,0.030728,0.254884,0.153466,0.696056,0
0.388339,0.0941,0.513408,1.004946,1.083693,1.576916,-0.198072,0.074542,0.158495,0.030086,4
0.610556,1.098283,0.595287,0.458495,0.178192,0.501146,0.731447,0.429529,0.845565,0.931341,3
0.002817,0.293489,0.550575,0.862056,0.267491,0.774036,0.394825,0.250502,0.683704,0.247477,1
0.08696,0.858112,0.770289,0.772156,0.645703,0.180154,0.963223,0.161663,0.093126,0.684368,2
0.880975,0.500134,0.149621,0.029704,0.47144,0.824669,0.296452,0.472343,0.692183,0.227161,0
0.040911,0.768739,-0.000431,0.05114,0.190458,0.642821,0.690346,0.256655,0.965695,0.158149,1
0.702874,0.104656,1.014445,0.298618,0.971543,0.68775,0.325783,0.064247,0.964936,0.38432,1
0.365724,0.530748,0.298035,0.572976,0.262854,0.952906,0.204209,0.463896,0.029922,0.843108,0
0.69437,0.690386,0.832936,0.469469,0.214868,0.785251,0.675317,0.115528,0.489171,0.841117,4
0.126584,0.606901,0.962179,0.477452,0.679783,0.741254,0.229247,0.10649,0.564724,0.274112,2
0.169442,0.286251,0.223337,0.366803,0.779349,0.721303,0.334468,0.188807,-0.040029,0.715566,1
0.378673,0.562457,0.313868,0.343342,0.56886,0.971341,0.543072,0.993316,0.436386,0.485338,3
0.529099,0.18597,0.413907,0.525036,0.250485,0.882185,0.848363,0.219844,0.774097,0.77157,2
0.226434,0.400546,0.198764,0.444143,0.309913,0.938791,0.693124,0.115597,0.381799,1.173008,2
0.799875,0.513539,0.14133,0.56121,0.837725,1.455928,1.004604,-0.069463,0.846758,0.66513,2
0.742434,0.725404,0.865281,0.548159,0.284293,0.734623,0.68915,0.084613,0.528111,0.802615,4
0.498357,0.974137,0.593378,0.959541,0.397315,0.116441,0.955674,0.967204,0.468342,0.281075,0
0.243593,0.725825,0.12237,0.030102,0.274403,0.763619,0.797148,0.138729,0.867406,-0.064988,1
0.398087,0.255615,0.620051,-0.164944,0.524665,0.967846,0.638978,0.219152,0.124207,0.265006,4
0.188943,0.50036,0.352457,0.896495,0.464586,0.326799,-0.027635,0.606633,0.134979,0.231653,1
0.275185,0.491444,0.282393,0.56269,0.314266,0.905896,0.122397,0.447344,-0.047314,0.779652,0
0.607722,0.33408,1.085003,0.354853,0.728813,-0.309712,0.203188,0.681449,0.696539,1.111421,4
0.003974,0.952827,0.704972,0.984756,1.138013,0.685035,0.500678,-0.135964,0.096023,0.309602,2
0.383867,0.470242,0.371543,0.401876,0.592157,0.865613,0.652631,0.885051,0.505343,0.531969,3
0.299972,0.188399,0.665583,0.606282,0.169321,1.00395,1.020406,0.113437,0.807523,0.964656,2
0.882429,0.509767,0.768079,0.370471,0.317735,0.847419,0.162923,1.017745,0.445251,0.909503,0
0.58329,1.016215,0.356275,0.763223,0.19389,0.810543,0.749524,0.47584,0.586706,0.797081,4
0.499807,0.139638,0.369221,0.218013,0.462898,0.993893,0.669234,-0.006724,0.060071,0.408775,4
0.560652,0.492424,0.244874,0.282179,0.470812,0.91322,0.259782,0.379183,0.525082,0.021416,3
0.855543,0.601131,0.786725,0.232322,0.272858,0.878741,0.064371,0.881741,0.451273,0.807637,0
0.048999,0.025894,0.628917,0.952154,0.656142,1.083557,-0.093043,0.511825,1.194638,0.368125,3
0.780426,0.653938,0.418621,0.691562,0.31032,0.792593,0.67794,0.257384,0.676872,0.698458,4
0.349772,0.279859,0.53652,0.657849,0.472881,1.075331,0.795567,-0.067286,0.622305,0.994007,2
0.391535,0.990948,0.638544,0.714489,0.213982,0.37018,0.029793,0.255873,0.192328,0.686083,0
0.079827,0.639341,0.371518,0.996631,0.519984,-0.295625,1.379838,0.196966,0.087055,0.469004,2
0.05861,0.019343,0.945281,0.220266,0.533805,0.987094,0.218815,0.248589,0.898995,0.616632,0
0.003395,0.017528,0.832456,0.461235,0.778353,0.804824,0.017839,0.372687,0.732615,0.533001,0
0.162669,-0.053668,0.46334,0.880767,0.906032,0.34119,0.36363,0.06575,0.892642,0.20876,0
0.611433,0.887658,0.545732,0.781387,0.650522,0.737803,0.165932,0.108061,1.198793,0.715229,4
0.005039,0.260922,0.70654,0.258034,0.7847,0.292064,0.778887,0.273684,0.264796,0.223332,4
0.547758,0.29821,0.44478,0.714055,0.500936,1.119248,0.62651,-0.060748,0.634646,1.020729,2
-0.067255,0.70683,0.199863,0.282334,1.218659,0.779679,0.397096,0.389494,0.709053,0.801822,4
0.180337,1.060891,-0.041209,0.101259,-0.054848,1.060937,0.461429,0.47836,0.577466,-0.142798,1
0.314035,-0.0198,0.343059,0.230597,0.655259,1.017511,0.822222,0.05788,0.212513,0.328367,4
0.061165,0.717222,0.338079,-0.103606,0.352024,0.701691,0.754948,-0.034957,0.915583,0.175555,1
-0.000493,0.373895,0.744242,0.657636,0.384073,0.365853,0.910176,0.710656,-0.189599,0.24312,2
0.208012,0.387724,0.49996,0.391402,0.895028,0.931396,0.45578,0.437343,-0.051546,0.588971,1
0.840902,0.276379,0.643789,0.731631,0.790414,0.482111,0.1147,0.539821,0.754519,0.039439,1
-0.042985,1.346288,0.165975,1.117389,0.618631,0.693124,0.491409,0.305915,1.238892,0.292893,1
0.10609,-0.081557,-0.034326,0.691746,0.612483,0.993877,0.823972,0.55337,0.711879,0.501816,0
0.346327,0.382293,0.336236,0.398893,0.525086,1.077156,0.599747,0.914188,0.584911,0.428824,3
0.386873,0.78795,0.50045,0.03556,0.320436,0.536056,0.837586,0.984202,0.476713,0.765757,2
0.456584,0.950765,0.621207,0.941569,0.390386,0.135809,0.966026,1.000757,0.510112,0.326718,0
0.15049,0.612265,0.627579,0.749924,0.091425,0.171088,0.238797,-0.225406,0.909639,0.256576,4
1.072034,0.869428,0.442129,0.912092,-0.115541,0.250924,0.351193,1.830106,0.790538,-0.081444,0
0.936331,0.153983,0.989781,0.519956,0.798116,0.041996,0.151194,0.369955,0.327881,0.766711,2
0.384238,0.994078,0.615949,0.700785,0.197172,0.392793,0.046113,0.2798,0.192695,0.712056,0
0.873398,0.194723,0.688819,0.71606,0.811907,0.519851,0.187558,0.482957,0.749775,0.021133,1
-0.01591,0.397482,0.519341,0.419011,0.752517,1.151142,0.041072,0.234736,0.703342,0.630408,4
0.687824,0.86471,0.382548,0.724273,0.359408,0.660802,0.574621,0.349134,0.862181,0.598212,4
0.712869,-0.038168,0.398743,0.425577,0.322567,0.924234,-0.09822,1.192836,0.705158,0.716144,4
0.675821,-0.091441,-0.289802,0.351771,0.38177,0.407309,1.506771,0.978525,0.766223,0.697242,1
0.070524,0.148852,0.390157,0.92292,0.399216,0.9074,0.810418,0.743548,0.905076,0.534094,0
-0.012291,-0.090962,-0.071349,0.608112,1.007848,0.475669,0.267717,0.394015,-0.114838,0.460406,1
0.47101,0.122439,0.597345,-0.00531,0.81569,0.18664,0.637167,0.100354,0.894272,0.365132,3
0.88334,0.686497,0.778868,0.223074,0.321596,0.828649,0.111975,0.865573,0.402233,0.783808,0
0.35746,0.861977,0.536775,0.585879,0.053289,0.777794,0.63179,0.885682,0.45585,0.012094,2
0.267882,0.303086,0.364876,0.496155,0.339521,1.178538,0.759207,0.267506,0.412682,1.164703,2
0.157229,0.616538,0.67923,0.184487,0.684608,0.325392,0.092301,0.398871,-0.089497,0.899934,4
0.257128,0.857879,0.182252,-0.306073,0.090817,0.958497,0.726651,0.378395,1.123067,0.007805,1
0.253555,0.470497,0.276042,0.606757,0.928139,0.876154,0.225014,0.056561,0.77028,0.544786,4
0.662645,0.940735,0.35529,0.915756,0.32704,0.517286,0.511162,0.132057,0.82097,0.606602,4
0.534127,0.735002,0.062518,0.244839,0.762709,0.178119,0.621557,0.166005,0.619774,0.527904,0
0.667446,0.751287,0.399882,0.795799,0.326966,0.611339,0.546389,0.311611,0.849882,0.648257,4
0.069502,0.217789,0.158672,0.961034,0.524375,1.00229,0.981123,0.865722,0.973446,0.585664,0
0.229379,0.468236,0.256375,0.599569,0.951375,0.885871,0.205285,0.069926,0.770174,0.542207,4
0.857969,1.355342,0.869236,0.663914,-0.108188,0.494199,0.299659,0.812604,0.927651,1.05649,4
-0.066573,0.713325,0.709494,0.793155,1.166675,1.209805,0.618092,0.45162,0.689793,0.247217,4
-0.030631,0.612859,0.331034,0.934027,1.254147,0.974111,0.518584,0.11655,0.539179,0.730676,4
0.76671,0.8723,0.471415,0.346191,0.357504,0.026147,0.486662,0.247655,0.586681,0.965575,3
0.057074,0.325545,0.75611,0.604833,0.557766,0.9329,0.06018,0.58367,1.03969,0.123627,3
0.009399,0.77605,0.613205,0.963874,0.657234,0.609726,0.062322,0.610159,0.772892,0.740902,1
0.39282,0.830157,0.215937,0.142247,0.350128,0.910509,0.4489,0.077027,0.738202,-0.11762,1
1.00734,0.241473,0.350169,0.015215,0.651313,0.739656,0.396356,0.332122,0.484516,-0.007687,0
0.604117,0.29858,0.608795,0.708873,0.424778,1.254056,0.928872,-0.135971,0.781424,0.883886,2
-0.158289,0.619137,0.799399,0.710009,1.0277,0.838633,0.196479,0.448133,0.826929,0.827497,1
0.924326,0.400623,0.176092,0.082971,0.491738,0.866582,0.461648,0.526117,0.654843,0.134521,0
0.476358,1.322589,0.497402,1.085574,0.126389,0.431199,1.102334,0.912487,0.385585,0.464701,0
0.431362,0.446654,0.303591,0.405761,0.547128,1.074738,0.583567,0.922643,0.575751,0.435621,3
0.052139,0.876698,0.321425,0.773751,0.578561,0.700011,0.317673,0.37247,0.768666,0.597772,4
0.414497,0.753332,0.576085,-0.066463,0.360284,0.572718,0.953654,0.872548,0.421085,0.858401,2
-0.125059,-0.076602,0.875035,0.177207,0.844247,0.750874,0.07868,0.48577,0.734141,0.575382,0
0.272948,1.008368,0.640079,0.669085,0.084395,0.469949,0.019278,0.191015,0.120678,0.82074,0
0.108033,0.068162,0.480736,0.855319,0.969239,0.351805,0.28254,0.042904,0.829827,0.126602,0
0.97602,0.15466,0.893343,0.564338,0.92662,0.194827,0.27191,0.5145,0.267221,0.874451,2
0.131381,-0.015688,0.525323,0.380581,1.028018,0.960477,0.277098,0.136382,-0.07376,0.539905,1
0.473017,0.050752,0.543276,0.084597,0.645127,0.855951,0.796972,0.015004,0.052806,0.437403,4
0.196781,0.524111,0.130673,0.480577,0.515069,0.814022,0.052065,0.532652,0.224792,0.838859,0
0.98722,0.30227,0.112907,0.25845,0.615306,0.950044,0.461873,0.621577,0.482305,0.045822,0
0.478649,1.032171,0.495052,0.955305,0.486506,0.137206,0.968708,0.905181,0.468282,0.278396,0
0.378244,1.00318,0.594359,0.710336,0.202227,0.402375,0.023262,0.270944,0.198419,0.736081,0
0.636081,0.799018,0.777786,0.437764,0.336161,0.401963,-0.198521,0.028844,-0.013796,0.551257,0
0.519911,0.706899,0.025475,0.261763,0.789432,0.221539,0.606539,0.141164,0.587029,0.498684,0
0.592508,-0.551326,1.339514,-0.094405,0.179418,0.827098,0.089813,-0.030614,0.369247,0.76514,0
0.403625,-0.010444,0.546514,-0.017034,0.736472,0.838086,0.756646,0.064157,0.074076,0.363906,4
0.764256,0.74408,0.838016,0.528787,0.286352,0.740456,0.676562,0.074134,0.529758,0.815141,4
0.267188,0.224915,0.300937,0.372658,0.861557,0.799489,0.392387,0.261621,0.03185,0.667105,1
0.747077,0.741356,0.849478,0.533563,0.267683,0.747503,0.694057,0.066575,0.519621,0.811417,4
-0.154794,0.926562,1.147831,0.447956,0.78191,1.123884,0.702092,0.423289,0.561742,0.658709,4
0.357948,0.468456,0.316676,0.430488,0.520709,0.985183,0.61902,0.91487,0.495529,0.477675,3
0.837289,0.241525,0.659346,0.70414,0.786106,0.450831,0.140814,0.495034,0.758742,0.047053,1
0.160439,0.291114,0.232971,0.988905,0.53552,0.886992,0.891325,0.821574,0.85426,0.572683,0
0.327936,0.129856,0.252488,0.887211,0.633346,0.920539,0.795368,0.855339,0.915311,0.769717,0
0.383244,0.406455,0.420549,0.059527,0.707995,0.546595,0.449865,0.490579,0.429454,0.465351,4
0.414854,0.908403,0.428346,0.865177,0.176793,0.032131,1.090711,0.981205,0.745455,0.469395,0
