att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,class
0.480275,0.771374,0.315165,0.941741,0.862476,0.681682,0.935838,0.98955,0.028426,0.592415,1
0.502808,0.131164,0.388459,0.008332,0.12131,0.305591,0.990494,0.439371,0.025279,0.846981,-1
0.326808,0.766812,0.379037,0.350387,0.175441,0.245401,0.692112,0.349371,0.303015,0.708083,-1
0.95118,0.396193,0.90258,0.433918,0.438398,0.889963,0.598847,0.751464,0.390877,0.391959,1
0.044621,0.274203,0.191401,0.711115,0.161528,0.503797,0.036159,0.348096,0.036364,0.344013,-1
0.016968,0.674294,0.8988,0.991671,0.851262,0.559465,0.556335,0.388269,0.28254,0.085132,-1
0.813586,0.253422,0.309244,0.845774,0.051735,0.900348,0.448348,0.792178,0.505182,0.126911,-1
0.490724,0.979165,0.582564,0.956155,0.404694,0.110172,0.955883,0.971227,0.475302,0.286734,1
0.614692,0.736533,0.117461,0.834243,0.059856,0.911311,0.404634,0.087459,0.667299,0.844607,1
0.537202,0.75312,0.995015,0.160896,0.362982,0.51706,0.295491,0.55996,0.290649,0.988038,1
0.209932,0.000758,0.877347,0.755858,0.352414,0.567698,0.207071,0.395468,0.650505,0.162622,-1
0.508508,0.309762,0.148326,0.407753,0.304123,0.036764,0.961347,0.119877,0.493574,0.827744,1
0.772348,0.449267,0.647154,0.866991,0.866045,0.951383,0.246536,0.270013,0.345817,0.149326,-1
0.509917,0.207926,0.315472,0.633645,0.94332,0.483853,0.915994,0.937977,0.646877,0.307527,1
0.734027,0.156249,0.027591,0.78278,0.648522,0.376875,0.836744,0.418375,0.991966,0.432992,1
0.205911,0.293396,0.624684,0.271477,0.359237,0.235436,0.842641,0.538947,0.176403,0.48207,-1
0.844722,0.929499,0.199908,0.293324,0.497141,0.473896,0.38162,0.73458,0.676324,0.850137,1
0.18307,0.35917,0.649233,0.779595,0.838971,0.05186,0.911553,0.123841,0.522001,0.815509,1
0.887283,0.890098,0.807119,0.400053,0.51378,0.447821,0.851718,0.05776,0.560038,0.951791,1
0.218967,0.778364,0.91597,0.738596,0.637082,0.975233,0.358172,0.741205,0.46991,0.827814,1
0.667281,0.048151,0.897796,0.373185,0.09652,0.011519,0.456462,0.820821,0.142944,0.248495,-1
0.85916,0.777755,0.931438,0.689929,0.582228,0.718569,0.674348,0.646377,0.61581,0.146502,1
0.759893,0.287253,0.073162,0.473687,0.528891,0.173665,0.998635,0.341391,0.869467,0.706528,1
0.331483,0.415307,0.706287,0.274892,0.616539,0.030234,0.668894,0.874111,0.750114,0.450436,1
0.645816,0.271649,0.522916,0.678419,0.014189,0.016345,0.689129,0.744354,0.732749,0.673493,1
0.40182,0.499131,0.387882,0.322919,0.989627,0.345023,0.278304,0.165468,0.616906,0.186766,-1
0.088509,0.906783,0.799396,0.385474,0.989789,0.717439,0.270411,0.275715,0.582541,0.456939,-1
0.219322,0.916455,0.908654,0.803857,0.185274,0.73857,0.104451,0.14123,0.60195,0.634411,-1
0.226697,0.895895,0.672985,0.354624,0.590051,0.937792,0.258504,0.420319,0.881217,0.517253,1
0.387586,0.711074,0.866965,0.612469,0.796918,0.533831,0.730028,0.619576,0.164288,0.793392,1
0.236544,0.835356,0.617838,0.069074,0.203381,0.91137,0.245243,0.37043,0.307732,0.068481,-1
0.66714,0.255445,0.301884,0.543546,0.707213,0.855125,0.690343,0.711332,0.35026,0.934121,1
0.128491,0.779123,0.652429,0.448263,0.602741,0.543405,0.285561,0.836157,0.790067,0.097066,-1
0.707156,0.934551,0.592754,0.913747,0.505916,0.240757,0.037704,0.308281,0.46728,0.606733,-1
0.909679,0.281756,0.237345,0.945099,0.095314,0.909548,0.127002,0.095642,0.209508,0.787658,-1
0.193935,0.683264,0.268461,0.857174,0.309335,0.227406,0.513623,0.128794,0.179839,0.894556,-1
0.751195,0.401461,0.75977,0.829101,0.44326,0.777409,0.589395,0.581099,0.61087,0.813373,1
0.148462,0.838793,0.924464,0.165627,0.830865,0.198911,0.698371,0.56789,0.796748,0.945018,1
0.795217,0.950457,0.471033,0.804322,0.524891,0.126623,0.555807,0.07842,0.089747,0.089531,-1
0.277899,0.756878,0.897581,0.612529,0.266437,0.406867,0.66128,0.29398,0.328553,0.384638,-1
0.082421,0.746528,0.51839,0.174344,0.470418,0.63064,0.041563,0.862984,0.056227,0.219877,-1
0.35061,0.000581,0.794453,0.379104,0.738817,0.978759,0.011615,0.926803,0.390179,0.21845,-1
0.35851,0.223887,0.420261,0.696409,0.793369,0.73283,0.957341,0.778299,0.32086,0.524526,1
0.455642,0.869509,0.106816,0.992582,0.416906,0.247029,0.060949,0.990617,0.615737,0.751871,1
0.32394,0.933097,0.536036,0.034993,0.671565,0.535315,0.283961,0.810791,0.667316,0.288455,1
0.894778,0.751991,0.725978,0.773112,0.152953,0.879641,0.181199,0.70786,0.870154,0.652101,1
0.942961,0.095884,0.055772,0.433875,0.699835,0.195661,0.716235,0.500576,0.977936,0.694814,1
0.760133,0.348993,0.278547,0.53839,0.72712,0.429778,0.534123,0.059225,0.814241,0.182285,-1
0.918923,0.157296,0.198644,0.314426,0.645095,0.789504,0.854061,0.367707,0.596608,0.084045,-1
0.415265,0.331703,0.188853,0.53602,0.930775,0.951665,0.232161,0.970385,0.842338,0.996436,1
0.817928,0.493964,0.925883,0.406537,0.515889,0.628506,0.867707,0.307665,0.76043,0.573555,1
0.983433,0.944631,0.321661,0.342743,0.195633,0.875145,0.387041,0.339885,0.878882,0.708628,1
0.86227,0.03829,0.326636,0.207526,0.139564,0.315858,0.803691,0.93421,0.362402,0.276038,-1
0.768894,0.636885,0.349307,0.707629,0.319772,0.586529,0.944195,0.401562,0.775579,0.168039,1
0.382678,0.157152,0.941984,0.650409,0.053986,0.484374,0.893549,0.208397,0.606974,0.707586,-1
0.53493,0.17325,0.12617,0.734387,0.212762,0.628533,0.016495,0.700566,0.299651,0.534478,-1
0.20669,0.108557,0.407978,0.194628,0.417074,0.538994,0.77099,0.698633,0.492959,0.93132,1
0.119845,0.193187,0.401273,0.670881,0.138743,0.550669,0.955423,0.424332,0.761639,0.691344,1
0.861338,0.291763,0.343182,0.047394,0.747994,0.017132,0.939795,0.869768,0.099405,0.920451,1
0.597253,0.339651,0.352913,0.811455,0.681551,0.162014,0.102505,0.923708,0.301221,0.092938,-1
0.759274,0.935334,0.623739,0.492822,0.685775,0.463767,0.127768,0.384974,0.3387,0.153796,-1
0.483865,0.450095,0.849856,0.786008,0.918734,0.526193,0.925118,0.989882,0.071981,0.397802,1
0.276455,0.392512,0.740516,0.809238,0.267134,0.91281,0.716209,0.572608,0.899298,0.353636,1
0.447226,0.211206,0.119845,0.690683,0.780556,0.980081,0.756034,0.116551,0.910473,0.224158,1
0.711457,0.199552,0.790967,0.137854,0.788509,0.805715,0.374831,0.810623,0.017795,0.665632,1
0.862859,0.05172,0.65162,0.566939,0.977141,0.089213,0.738492,0.572628,0.168708,0.0285,1
0.545371,0.61444,0.068263,0.072915,0.580594,0.199242,0.129645,0.680017,0.152932,0.585501,-1
0.248104,0.015174,0.8412,0.055672,0.278753,0.970495,0.449511,0.140807,0.163463,0.302824,-1
0.614393,0.255306,0.647502,0.818853,0.402731,0.684205,0.885211,0.052323,0.540949,0.941799,1
0.698514,0.415807,0.626655,0.717898,0.283333,0.209779,0.598648,0.043079,0.658993,0.32894,-1
0.248336,0.026584,0.822482,0.197255,0.779976,0.494207,0.497816,0.103736,0.395164,0.076571,-1
0.075166,0.1726,0.629998,0.310821,0.072509,0.401118,0.095947,0.403795,0.728134,0.169591,-1
0.847334,0.024953,0.81749,0.696849,0.752864,0.372877,0.529458,0.304789,0.593338,0.102506,-1
0.420268,0.316516,0.24812,0.248089,0.2241,0.373756,0.965501,0.821207,0.608147,0.523268,1
0.029503,0.725913,0.907809,0.785159,0.06611,0.511427,0.905896,0.128294,0.351256,0.873846,-1
0.105741,0.59471,0.874614,0.503565,0.831549,0.725441,0.377079,0.123363,0.737942,0.492159,-1
0.8148,0.096258,0.93898,0.703557,0.452315,0.610925,0.678846,0.336259,0.333999,0.294333,-1
0.37521,0.452395,0.81845,0.647742,0.290033,0.07925,0.482437,0.924761,0.224976,0.015161,-1
0.036991,0.785445,0.020982,0.285882,0.597133,0.561982,0.840285,0.115478,0.81592,0.823669,1
0.686372,0.385122,0.886762,0.870254,0.745821,0.142609,0.42344,0.858061,0.626321,0.203203,1
0.225877,0.138127,0.061217,0.501921,0.661767,0.228571,0.732522,0.21776,0.394875,0.622311,-1
0.250223,0.38631,0.267962,0.826767,0.905636,0.975958,0.670216,0.841671,0.611432,0.0428,1
0.126823,0.139625,0.81749,0.371829,0.873154,0.25839,0.862029,0.583162,0.634093,0.091093,1
0.736577,0.930418,0.634159,0.922694,0.741959,0.960048,0.49411,0.995698,0.63759,0.012802,1
0.273237,0.065659,0.674288,0.172753,0.496461,0.312063,0.205121,0.162724,0.153006,0.969554,-1
0.152497,0.168315,0.799631,0.727581,0.320653,0.225927,0.483982,0.144546,0.512215,0.277684,-1
0.354199,0.949869,0.195816,0.888962,0.761959,0.332644,0.482514,0.593699,0.637103,0.552825,1
0.716268,0.967507,0.212838,0.033373,0.773493,0.354152,0.118495,0.909117,0.584705,0.579595,1
0.548533,0.104234,0.904055,0.316377,0.152425,0.824845,0.734534,0.560819,0.330522,0.911704,1
0.054661,0.247998,0.370067,0.469791,0.699961,0.652254,0.120916,0.20262,0.622304,0.91655,-1
0.17636,0.560989,0.217005,0.6948,0.428464,0.141709,0.057742,0.349839,0.135636,0.250653,-1
0.181048,0.711534,0.780838,0.436151,0.923203,0.821172,0.67765,0.337566,0.399382,0.732979,1
0.453223,0.132678,0.167315,0.184125,0.804773,0.774851,0.208395,0.840457,0.209367,0.81923,1
0.164126,0.505551,0.385746,0.762347,0.40484,0.995377,0.359225,0.45999,0.403094,0.290518,-1
0.681855,0.56297,0.296733,0.909222,0.361825,0.168428,0.921648,0.072859,0.437282,0.083171,-1
0.988339,0.263888,0.519428,0.952362,0.832117,0.988478,0.002083,0.033199,0.350131,0.481703,-1
0.428917,0.549212,0.253521,0.50698,0.10586,0.451458,0.785997,0.629681,0.782653,0.576257,1
0.600124,0.889283,0.928367,0.528196,0.387903,0.654597,0.40769,0.469205,0.740525,0.977078,1
0.444767,0.56105,0.968966,0.187634,0.457963,0.387489,0.896382,0.211162,0.557412,0.936919,1
0.162512,0.625142,0.865766,0.924565,0.083992,0.126299,0.833613,0.951049,0.215982,0.313843,-1
0.918949,0.788602,0.587883,0.208432,0.363304,0.493556,0.524112,0.802275,0.194787,0.830108,1
0.291688,0.953599,0.554682,0.079652,0.644069,0.898716,0.781318,0.080003,0.449217,0.623077,-1
0.448199,0.269337,0.346877,0.400871,0.0368,0.400539,0.026481,0.521831,0.309049,0.565288,-1
0.647191,0.869894,0.780723,0.214392,0.526035,0.600219,0.980725,0.961361,0.62902,0.209087,1
0.853438,0.428047,0.685163,0.282246,0.884516,0.151839,0.855413,0.657451,0.930871,0.537135,1
0.308926,0.710531,0.0734,0.315593,0.615465,0.880305,0.202978,0.971251,0.211147,0.397969,-1
0.113786,0.359298,0.285547,0.279558,0.593749,0.53777,0.928352,0.696614,0.787387,0.407298,1
0.988883,0.634651,0.38946,0.448158,0.448731,0.151759,0.433163,0.757648,0.62092,0.644304,1
0.034898,0.221742,0.263056,0.905227,0.852697,0.8992,0.462351,0.465924,0.626106,0.768919,1
0.549987,0.507989,0.342093,0.792681,0.261824,0.28264,0.401792,0.619789,0.239867,0.126994,-1
0.263231,0.884816,0.585461,0.001093,0.610171,0.852172,0.586115,0.722566,0.670313,0.781484,1
0.932473,0.589738,0.625283,0.303093,0.135491,0.633076,0.288454,0.932646,0.714452,0.803624,-1
0.892137,0.084402,0.528614,0.728138,0.657382,0.863655,0.423633,0.46631,0.692185,0.285838,1
0.296865,0.950161,0.785667,0.864306,0.430823,0.919244,0.953061,0.066282,0.813986,0.58734,1
0.789806,0.981317,0.534877,0.604265,0.499893,0.914531,0.084677,0.7215,0.01608,0.216353,-1
0.943519,0.153202,0.887381,0.675581,0.535384,0.074954,0.980185,0.035927,0.73048,0.908664,1
0.109163,0.952398,0.051375,0.147752,0.189069,0.515113,0.561582,0.673254,0.454932,0.534835,-1
0.172443,0.204546,0.078478,0.547653,0.024008,0.648949,0.826405,0.661487,0.936865,0.273733,-1
0.663783,0.199391,0.85737,0.389664,0.635996,0.260087,0.491927,0.3877,0.397088,0.202439,-1
0.485241,0.328619,0.511744,0.295879,0.921188,0.485828,0.337544,0.327911,0.577396,0.595441,1
0.956139,0.05352,0.803576,0.878755,0.961585,0.752515,0.004026,0.387747,0.311133,0.263389,-1
0.354929,0.87322,0.896159,0.23951,0.910626,0.073222,0.001393,0.755983,0.191792,0.693233,1
0.382953,0.22585,0.158367,0.873914,0.787374,0.090271,0.490413,0.516747,0.324073,0.126711,-1
0.103531,0.257449,0.576087,0.315036,0.03558,0.892764,0.503737,0.250086,0.349582,0.192238,-1
0.224641,0.643987,0.18312,0.000321,0.427491,0.399164,0.302004,0.421399,0.828821,0.406158,-1
0.988231,0.12407,0.300331,0.676413,0.329282,0.359077,0.624217,0.885007,0.389802,0.175576,1
0.120475,0.700241,0.217226,0.323575,0.366903,0.634313,0.036988,0.307205,0.313191,0.22359,-1
0.848041,0.246011,0.19164,0.730624,0.768581,0.000155,0.705997,0.763329,0.983736,0.535665,1
0.363965,0.971488,0.58094,0.798835,0.771482,0.024744,0.363078,0.866631,0.410936,0.853989,1
0.850008,0.114425,0.71756,0.648842,0.699227,0.345305,0.544074,0.953152,0.695631,0.481298,1
0.145546,0.32608,0.680704,0.702075,0.837051,0.305665,0.184357,0.829313,0.470208,0.834138,1
0.571484,0.611518,0.6578,0.20824,0.170644,0.693977,0.514118,0.416177,0.859278,0.117035,-1
0.233707,0.608181,0.644254,0.631366,0.215569,0.641474,0.708669,0.885719,0.434716,0.982308,1
0.863514,0.231847,0.489081,0.410062,0.98098,0.710108,0.341003,0.750172,0.488767,0.554785,1
0.891789,0.867792,0.62663,0.962524,0.884581,0.217635,0.634489,0.139319,0.717798,0.28294,1
0.195969,0.472982,0.303741,0.943373,0.112505,0.02204,0.212624,0.621985,0.137275,0.222678,-1
0.226012,0.39629,0.294479,0.925432,0.249591,0.853769,0.522536,0.841213,0.876291,0.738047,1
0.653417,0.114769,0.054102,0.648401,0.449525,0.225856,0.873417,0.540872,0.522287,0.455527,1
0.63336,0.921379,0.095991,0.843894,0.529496,0.662422,0.779495,0.214054,0.395872,0.078075,-1
0.060588,0.451662,0.350907,0.069077,0.132607,0.375484,0.612166,0.305164,0.320126,0.74279,-1
0.904698,0.85492,0.647554,0.556461,0.653626,0.425713,0.896682,0.051698,0.680522,0.767661,1
0.316073,0.292381,0.26908,0.451157,0.52037,0.025976,0.996887,0.634136,0.811135,0.364214,1
0.674755,0.444742,0.565636,0.65133,0.905951,0.109834,0.105348,0.06748,0.808542,0.621564,1
0.118203,0.330466,0.992137,0.703151,0.646182,0.353554,0.359664,0.05766,0.693574,0.224769,-1
0.684823,0.819757,0.75997,0.717862,0.038288,0.434544,0.01185,0.199121,0.279291,0.635618,-1
0.996044,0.044937,0.518696,0.215817,0.975389,0.837479,0.077507,0.616643,0.771041,0.109398,1
0.358061,0.968444,0.746508,0.287596,0.791631,0.088455,0.337914,0.859937,0.77817,0.034166,1
0.633839,0.819002,0.089924,0.826314,0.360822,0.260168,0.098603,0.790858,0.648491,0.868,1
0.002439,0.402417,0.981477,0.048041,0.368138,0.432573,0.514054,0.621578,0.077152,0.020575,-1
0.905767,0.38196,0.829679,0.749823,0.025483,0.471049,0.713136,0.157125,0.174619,0.607376,-1
0.897252,0.606272,0.353189,0.056744,0.079731,0.806224,0.565053,0.432677,0.565879,0.288882,-1
0.457969,0.275432,0.394418,0.650625,0.288408,0.733114,0.658215,0.716795,0.740487,0.654696,1
0.358351,0.654359,0.171309,0.998026,0.417002,0.591611,0.508653,0.348699,0.681969,0.788668,1
0.595272,0.969067,0.42285,0.337009,0.403169,0.642613,0.23177,0.97144,0.555964,0.117645,-1
0.935268,0.514721,0.174842,0.378511,0.812481,0.522669,0.504392,0.796833,0.813411,0.491733,1
0.16414,0.220938,0.120664,0.163554,0.452678,0.598816,0.493745,0.315769,0.05199,0.921308,-1
0.160292,0.957781,0.055632,0.022128,0.836553,0.165773,0.722398,0.241434,0.571084,0.698924,1
0.652686,0.210145,0.126484,0.783278,0.460374,0.762991,0.934306,0.164939,0.420711,0.156956,-1
0.923687,0.269296,0.976094,0.568853,0.421139,0.865844,0.850945,0.619547,0.903661,0.616851,1
0.813631,0.748209,0.706645,0.88427,0.258666,0.459849,0.493381,0.792812,0.498488,0.96039,1
0.424236,0.514952,0.137135,0.227492,0.89671,0.808709,0.955204,0.215533,0.552336,0.879215,1
0.501306,0.269071,0.998096,0.035499,0.74358,0.465418,0.14302,0.917111,0.474893,0.107953,-1
0.6001,0.832181,0.32565,0.685126,0.754021,0.498093,0.244648,0.513671,0.292216,0.206856,-1
0.755302,0.051213,0.904798,0.139633,0.461016,0.619033,0.847611,0.769222,0.145608,0.845487,1
0.7576,0.005637,0.271327,0.217301,0.514301,0.113944,0.821436,0.505494,0.246398,0.072721,-1
0.540526,0.555992,0.86316,0.998559,0.996594,0.837801,0.189532,0.478201,0.620818,0.027952,1
0.403802,0.869379,0.262257,0.171216,0.896723,0.671751,0.373502,0.924783,0.661403,0.790559,1
0.304579,0.69676,0.298411,0.030867,0.892168,0.911482,0.233875,0.551367,0.057325,0.561136,-1
0.155179,0.682949,0.896648,0.363189,0.851875,0.021543,0.470146,0.77575,0.215312,0.460295,1
0.869392,0.522493,0.357019,0.461638,0.095311,0.033642,0.88711,0.045297,0.557575,0.387263,-1
0.060713,0.265974,0.90004,0.62623,0.787944,0.314798,0.367232,0.984577,0.938694,0.990651,1
0.942944,0.404277,0.342788,0.71896,0.191192,0.621087,0.096444,0.049614,0.311625,0.744445,-1
0.65414,0.800148,0.93644,0.017235,0.108742,0.52603,0.870382,0.636911,0.76546,0.844942,1
0.124634,0.625814,0.357692,0.3449,0.221826,0.802134,0.47047,0.066248,0.921776,0.62516,-1
0.483658,0.806038,0.301295,0.55904,0.066822,0.774142,0.248847,0.867838,0.315458,0.32725,-1
0.612803,0.812469,0.024134,0.28657,0.015282,0.495206,0.244918,0.14578,0.435309,0.279786,-1
0.868831,0.239047,0.209787,0.860374,0.599515,0.02017,0.887657,0.570729,0.725806,0.387798,1
0.279385,0.106076,0.40768,0.753783,0.137964,0.606575,0.718197,0.376996,0.292964,0.638928,-1
0.790181,0.290182,0.623607,0.969056,0.325324,0.287991,0.372301,0.846667,0.928508,0.542551,1
0.979615,0.38152,0.825077,0.643844,0.877317,0.613746,0.503876,0.216493,0.914351,0.588072,-1
0.552104,0.745076,0.315957,0.835568,0.420026,0.973316,0.687587,0.21781,0.148882,0.423385,-1
0.382302,0.046494,0.155815,0.995013,0.800047,0.1965,0.093506,0.757616,0.428134,0.954391,1
0.618307,0.410467,0.114263,0.14119,0.119913,0.616663,0.574553,0.41661,0.119348,0.241653,-1
0.124532,0.427059,0.455844,0.220438,0.296538,0.517292,0.323634,0.378804,0.623484,0.499173,-1
0.190162,0.980487,0.054595,0.849491,0.925917,0.843593,0.549985,0.512063,0.298235,0.183643,-1
0.295473,0.782472,0.897103,0.884496,0.674496,0.521727,0.420846,0.644138,0.469486,0.154863,1
0.018233,0.681833,0.678388,0.180374,0.373539,0.131851,0.066032,0.001513,0.47429,0.769834,-1
0.900118,0.605108,0.528702,0.339617,0.290096,0.132592,0.413469,0.428152,0.934762,0.950428,1
0.95636,0.167041,0.562854,0.580437,0.525238,0.797977,0.41938,0.84635,0.008057,0.319441,-1
0.217356,0.521843,0.669344,0.433659,0.953232,0.687657,0.360084,0.959444,0.85547,0.662808,1
0.277457,0.724285,0.70411,0.699487,0.591114,0.537014,0.746995,0.894744,0.747737,0.422536,1
0.216025,0.591554,0.24805,0.594246,0.989383,0.059709,0.842732,0.060045,0.059177,0.60462,-1
0.240133,0.899997,0.183579,0.502838,0.433603,0.11656,0.054586,0.681177,0.455121,0.734369,-1
0.68635,0.41921,0.8777,0.61201,0.742116,0.665779,0.825564,0.133017,0.352087,0.620889,1
0.876743,0.424531,0.569525,0.265829,0.053438,0.396138,0.806187,0.221846,0.371746,0.347316,-1
0.360821,0.429546,0.189941,0.458442,0.907752,0.188974,0.134042,0.806749,0.450476,0.593687,1
0.185157,0.5389,0.208523,0.345944,0.719943,0.006039,0.459888,0.134617,0.137535,0.513882,-1
0.461707,0.899235,0.188439,0.077238,0.09656,0.809487,0.431579,0.124724,0.182208,0.056012,-1
0.918419,0.593732,0.77963,0.89771,0.546372,0.80509,0.785824,0.912375,0.414052,0.273754,1
0.353596,0.08572,0.236907,0.070564,0.890073,0.210849,0.561134,0.757783,0.161882,0.564509,-1
0.861515,0.695907,0.791022,0.127436,0.234436,0.87717,0.013499,0.754707,0.866961,0.234108,-1
0.109977,0.786821,0.164891,0.970732,0.22562,0.954421,0.014053,0.614138,0.166211,0.833848,-1
0.376475,0.934514,0.24917,0.167373,0.439626,0.010283,0.202332,0.435883,0.435929,0.56512,-1
0.45088,0.271802,0.803343,0.238939,0.266886,0.759649,0.780245,0.975484,0.15313,0.703399,1
0.64616,0.793168,0.607817,0.138924,0.550152,0.151892,0.875659,0.028608,0.449688,0.0253,-1
0.803455,0.519707,0.344365,0.479714,0.077197,0.278878,0.593904,0.879161,0.176782,0.927952,1
0.214897,0.580812,0.638032,0.53292,0.034356,0.115178,0.72983,0.518584,0.858502,0.982601,1
0.710182,0.990222,0.173723,0.455486,0.14759,0.912459,0.639285,0.049588,0.159187,0.447164,-1
0.271069,0.506616,0.024699,0.572281,0.449366,0.073788,0.520305,0.144806,0.446394,0.817032,-1
0.107039,0.087175,0.784846,0.454236,0.978449,0.891056,0.702362,0.384028,0.961339,0.995666,1
0.147506,0.464628,0.403183,0.00446,0.047869,0.408639,0.583502,0.233765,0.824525,0.087567,-1
0.783606,0.567687,0.323478,0.086338,0.001741,0.845353,0.297983,0.271167,0.76804,0.73006,-1
0.636624,0.479651,0.230824,0.141791,0.467954,0.282023,0.642263,0.030152,0.590559,0.843583,-1
0.814325,0.256962,0.483122,0.978071,0.741202,0.726608,0.502107,0.798529,0.482675,0.134476,1
0.675682,0.971198,0.91492,0.403141,0.159858,0.38332,0.298301,0.911539,0.561276,0.869114,1
0.439208,0.993764,0.196977,0.053065,0.782157,0.256193,0.882264,0.838043,0.431392,0.274838,1
0.586827,0.817398,0.838116,0.121132,0.691094,0.570896,0.938967,0.93276,0.63174,0.891776,1
