attrib1,attrib2,attrib3,class
1.69246,2.131759,2.84513,-1
9.05951,1.098338,1.053478,1
3.471172,5.492339,3.366538,1
2.649073,7.262925,9.603208,1
6.461825,3.535535,3.596644,1
8.390116,2.119881,5.095799,1
9.922598,9.35704,8.255269,1
0.382882,4.345443,0.118499,-1
9.089744,7.426628,6.622131,1
5.568276,9.904133,6.081838,-1
9.75389,8.374789,0.775073,1
2.358929,6.447291,1.241793,1
5.678331,1.710529,1.844477,-1
7.916308,0.884549,3.379139,1
0.485975,0.946326,1.377818,-1
7.80654,4.727796,7.295083,1
3.608224,2.601682,0.986035,-1
0.63069,1.629073,9.822846,-1
2.879738,9.05754,4.337692,1
3.681378,4.325731,5.14054,1
9.293063,4.780198,4.85666,1
1.748628,2.123628,5.382649,-1
0.254828,4.710487,7.131356,-1
2.045459,6.183471,4.147095,1
4.6974,7.021388,4.115824,1
0.797306,8.062236,5.650529,1
9.54362,3.985106,6.574321,1
0.202657,9.436561,7.701375,1
2.884082,7.331145,6.582152,1
0.618302,4.655788,4.74262,-1
4.697737,9.119607,0.65736,1
4.170017,5.916114,5.08653,1
1.552893,5.705668,1.824857,-1
0.445679,6.177953,9.840544,-1
4.031687,6.426135,2.317697,-1
3.586436,2.436993,7.16174,-1
7.066191,0.673879,0.089385,-1
8.124807,5.226693,5.04392,1
5.324217,6.961119,0.398684,-1
5.807392,6.072514,0.805244,1
4.526777,5.98816,4.937454,1
1.376347,2.057962,9.734025,1
8.434609,7.969018,2.636312,-1
8.365534,1.657732,7.223985,1
7.869282,9.260295,3.267021,1
8.691213,0.127405,8.495076,1
4.603736,7.629911,9.34306,1
8.56915,3.898331,3.89167,1
7.033673,5.395106,9.661414,1
4.211385,8.658445,8.509448,1
4.117341,8.5754,5.564546,1
2.359376,1.239562,1.681131,-1
2.586658,4.598491,4.93381,-1
2.700972,5.361496,6.910066,-1
1.574659,8.097022,4.731354,1
8.967095,8.087092,9.552039,1
5.715989,0.117134,8.011796,-1
8.302982,2.798831,5.979936,1
7.435801,4.654175,1.430205,1
4.934887,2.05547,2.505747,-1
8.510033,2.135808,1.269351,1
7.540213,4.98093,2.446484,1
9.966556,1.985346,2.931923,1
8.95011,5.105138,2.208493,1
4.610164,6.190328,8.476114,1
4.252088,7.969977,8.007247,1
7.153773,8.222075,3.938821,1
5.14301,1.139445,8.21436,-1
8.540137,1.668874,1.706067,1
3.630925,0.150208,9.192287,-1
9.965935,8.378011,1.895316,1
6.227967,7.761489,4.810939,1
6.721835,5.434608,4.933324,1
8.967229,6.717508,3.735024,1
7.66372,3.507954,8.730739,1
2.514943,9.298146,9.603063,1
8.921677,9.114816,2.338751,-1
8.339253,5.37526,8.773439,1
1.249616,8.869871,1.50396,-1
8.518751,0.215435,4.701462,1
3.771331,5.316609,4.34876,1
7.461205,9.451827,9.892713,1
0.953112,0.336419,8.871104,-1
4.991688,8.974247,6.170647,1
0.298605,6.940708,3.511505,-1
7.879443,3.147979,3.672324,1
8.591574,2.944811,2.219354,1
1.764759,8.976002,7.809552,1
1.911922,6.210869,0.964437,1
8.288423,5.5695,4.907877,1
1.283241,6.292443,1.664561,-1
1.087422,5.260301,8.703819,-1
3.920463,2.198681,6.532967,-1
8.007819,4.009279,0.90189,1
2.218259,8.021339,4.704699,1
4.20744,8.24625,1.833345,1
7.95177,1.027285,6.588919,-1
0.66822,7.741422,2.488468,1
9.760393,2.022117,3.305582,-1
6.951677,2.229584,1.594752,1
0.152818,4.952062,2.449184,-1
8.412475,5.722998,6.073057,1
3.14401,1.456193,7.563749,-1
5.995148,0.201701,8.876569,-1
7.026543,0.854426,3.163191,-1
0.91961,1.131367,4.697938,-1
1.379638,6.065749,7.181974,-1
3.497254,4.455429,2.494418,-1
6.45456,5.903254,3.469551,1
3.25324,2.87991,3.723008,-1
8.962335,7.430463,6.987111,1
7.718171,6.466021,8.762791,-1
8.773172,6.137456,5.038765,1
3.850452,6.154255,8.344926,-1
4.709402,7.347964,8.143298,1
4.200259,9.733156,6.875868,1
6.682114,0.246983,4.994708,1
1.292736,6.815588,4.039558,1
8.000465,1.965002,0.935061,1
0.923705,6.158402,5.93804,1
4.846233,5.966029,4.351494,-1
1.199126,6.16663,5.745535,1
4.160339,4.865552,8.727531,1
0.5556,3.598767,0.989822,-1
2.965381,5.172921,3.236343,1
3.483247,5.227792,8.821862,1
9.363738,4.32164,1.511363,1
9.259171,8.43593,5.499851,1
6.096967,8.291688,3.509351,1
4.119374,0.202589,1.590099,1
6.74496,5.217269,4.208459,1
9.48573,9.256172,8.540617,1
5.472479,1.02959,0.147335,1
3.735388,1.318514,0.66032,-1
3.202994,2.744015,2.395468,-1
0.425425,3.440538,7.455175,-1
2.900965,1.325921,4.134686,-1
0.029059,5.52657,1.757628,1
9.384831,9.410842,1.382934,1
5.252381,7.979772,4.193805,1
4.140135,0.936843,3.796703,-1
9.893438,3.662771,8.898607,1
9.532324,6.876574,3.600845,1
6.592167,4.98398,2.811616,1
6.974046,0.98917,1.811237,-1
5.91114,5.37014,7.469953,1
9.160059,0.860924,1.261263,1
7.610494,4.951809,0.747344,-1
9.893825,0.597091,8.427323,1
6.678483,0.320692,3.958325,-1
5.106135,8.272567,3.415098,1
4.336029,1.165604,0.545863,1
7.556895,1.08775,0.683452,1
0.360278,3.753099,9.163952,-1
7.42116,6.657792,8.25564,1
8.07048,3.823983,6.456581,-1
1.016555,9.205864,4.225435,1
0.534381,3.961377,8.061866,-1
6.233651,4.161638,7.152917,1
4.507514,5.416488,0.87016,1
9.07752,1.889742,1.340421,1
5.311035,1.759939,8.884007,-1
9.396324,4.040054,8.080664,1
7.199431,0.060394,4.598884,-1
3.1474,3.70017,2.309412,-1
7.922875,8.956494,5.281653,1
0.9656,8.094872,4.315789,1
7.716215,0.199884,7.532098,-1
1.316619,8.95259,9.489003,1
5.463721,8.050899,7.858242,1
3.827443,3.545687,3.386648,-1
7.893824,8.323952,8.897014,1
8.900733,2.10849,5.611336,1
3.662997,6.528496,7.173985,1
6.83198,4.219902,9.902796,1
2.344363,8.771705,0.134987,1
6.704456,7.424262,1.680497,1
8.941521,0.73254,7.220854,1
2.256199,9.544213,0.140531,1
2.495735,2.811,5.891012,-1
5.294286,7.479183,1.178417,1
4.396263,0.102827,2.023316,-1
0.241442,9.761001,1.954719,1
9.157045,7.016128,6.655488,1
2.668865,7.596492,7.802451,1
6.667614,7.996004,4.579225,1
4.856852,7.768859,8.950885,1
5.501521,1.51892,8.756592,-1
4.059007,1.764403,3.962302,-1
4.182946,0.01541,5.927861,-1
0.771966,2.788776,5.939037,-1
9.673063,7.420231,6.462162,1
9.932509,5.232715,8.181997,1
0.34356,1.151776,7.298302,-1
9.175325,8.071042,3.902616,1
8.426396,5.949137,6.413733,1
1.475904,9.124593,6.392847,1
4.596085,4.666182,2.599996,1
7.889138,9.561423,7.296343,1
4.493656,0.737876,5.203048,-1
0.323555,5.125023,5.969342,-1
9.740334,5.848025,4.986075,1
9.78449,8.910556,7.023623,1
9.140247,6.702947,7.052345,1
0.644832,0.393933,1.948945,-1
0.478686,4.086395,5.835021,-1
9.122494,7.604198,6.369034,1
2.756984,7.816919,4.932307,1
0.017406,8.453527,2.979834,1
9.280929,5.35525,8.71281,1
0.703535,8.073334,9.249794,1
4.679539,2.820232,6.42263,-1
0.037485,4.910088,4.542494,-1
4.765915,1.70183,4.119391,-1
7.412022,7.266076,5.021072,1
4.794489,4.425117,5.78546,1
6.168194,3.828216,9.370255,1
1.598579,3.833202,2.983009,-1
8.454612,1.77469,8.686391,1
4.167065,8.541163,8.395907,1
7.821568,2.561927,8.822643,1
1.447897,0.826067,0.804649,-1
1.206069,5.752312,1.532982,-1
6.910943,5.70896,9.389667,1
6.617211,8.387513,4.409798,1
1.897174,7.466737,8.40292,1
1.842902,1.659447,4.082987,-1
7.035776,5.438582,8.397434,1
1.765423,7.746816,9.485929,1
4.860083,4.107363,5.665836,1
3.948512,3.578883,9.819131,-1
9.993209,4.155968,9.009978,1
